state,year,S_HAWES_COMPTON_socap_ma,S_CEV_formal_volunteering,S_CEV_organizational_membership,S_CEV_charitable_giving,S_CEV_informal_helping,S_CEV_talking_with_friends_and_family,S_CEV_talking_with_neighbors,S_CEV_learning_about_issues,S_CEV_discussing_issues_with_friends_and_family,S_CEV_discussing_issues_with_neighbors,S_CEV_posting_views_online,S_CEV_voting_in_local_elections,S_CEV_contacting_public_officials,S_CEV_donating_to_a_political_cause,S_CEV_attending_public_meetings,S_CEV_taking_action_with_neighbors,S_CEV_buycotting_or_boycotting,S_CEV_employer_promotes_volunteering,S_source_hawes_compton,S_source_cev,S_observed_any,S_series_note
Louisiana,2000,-0.2483714,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Louisiana,2001,-0.48532888,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Louisiana,2002,-0.47869965,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Louisiana,2003,-0.8854956,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Louisiana,2004,-0.9999232,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Louisiana,2005,-1.2141705,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Louisiana,2006,-1.3289975,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Louisiana,2007,-1.1881876,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Louisiana,2008,-1.1625222,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Louisiana,2009,-0.8788332,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Louisiana,2010,-0.88016266,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Louisiana,2011,,,,,,,,,,,,,,,,,,,0,0,0,
Louisiana,2012,,,,,,,,,,,,,,,,,,,0,0,0,
Louisiana,2013,,,,,,,,,,,,,,,,,,,0,0,0,
Louisiana,2014,,,,,,,,,,,,,,,,,,,0,0,0,
Louisiana,2015,,,,,,,,,,,,,,,,,,,0,0,0,
Louisiana,2016,,,,,,,,,,,,,,,,,,,0,0,0,
Louisiana,2017,,0.25780475,0.21899219,0.45340704,0.50384227,0.97010959,0.72690595,0.8263981,0.6461491,0.3215135,0.1843754,0.5952672,0.0970793,0.0523127,0.0773329,0.1858504,0.0958368,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Louisiana,2018,,,,,,,,,,,,,,,,,,,0,0,0,
Louisiana,2019,,0.27778419,0.24092167,0.49955036,0.52502026,0.97208594,0.71696723,0.79991897,0.62679644,0.29149428,0.15531746,0.64611242,0.10332548,0.08078874,0.081548,0.19953995,0.08785965,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Louisiana,2020,,,,,,,,,,,,,,,,,,,0,0,0,
Louisiana,2021,,0.2190358,0.19594653,0.4176888,0.53415553,0.95862123,0.70433125,0.79209678,0.63409895,0.32135967,0.14942434,0.59543199,0.09129617,0.06583593,0.05664447,0.20139504,0.12622781,0.30463685,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Louisiana,2022,,,,,,,,,,,,,,,,,,,0,0,0,
Louisiana,2023,,0.2354244,0.1809529,0.42808,0.5151769,0.9362135,0.6408689,0.7015591,0.5848886,0.2907194,0.1591138,0.5968817,0.083493,0.0770982,0.0571435,0.220996,0.1124524,0.3641158,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Maine,2000,0.62355804,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Maine,2001,0.85607743,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Maine,2002,0.6315155,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Maine,2003,0.5502542,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Maine,2004,0.9459431,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Maine,2005,1.3406622,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Maine,2006,1.5452769,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Maine,2007,1.6071684,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Maine,2008,1.7921981,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Maine,2009,2.2253163,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Maine,2010,2.3042493,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Maine,2011,,,,,,,,,,,,,,,,,,,0,0,0,
Maine,2012,,,,,,,,,,,,,,,,,,,0,0,0,
Maine,2013,,,,,,,,,,,,,,,,,,,0,0,0,
Maine,2014,,,,,,,,,,,,,,,,,,,0,0,0,
Maine,2015,,,,,,,,,,,,,,,,,,,0,0,0,
Maine,2016,,,,,,,,,,,,,,,,,,,0,0,0,
Maine,2017,,0.38689002,0.34233387,0.5563046,0.56774533,0.99292028,0.79336898,0.9431545,0.8385802,0.4127558,0.2456646,0.6300678,0.2220638,0.1280125,0.1911995,0.2717165,0.1931795,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Maine,2018,,,,,,,,,,,,,,,,,,,0,0,0,
Maine,2019,,0.35695628,0.32972695,0.54248543,0.62138578,0.98411877,0.75233417,0.86568196,0.76245429,0.34873133,0.24841195,0.60598503,0.16201278,0.09201213,0.18442511,0.24493433,0.18466622,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Maine,2020,,,,,,,,,,,,,,,,,,,0,0,0,
Maine,2021,,0.34884062,0.38698686,0.53022464,0.65039238,0.9759434,0.76430847,0.89390777,0.78831917,0.3846516,0.2122764,0.61467448,0.17361045,0.10409593,0.19066729,0.23279294,0.25142793,0.39797294,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Maine,2022,,,,,,,,,,,,,,,,,,,0,0,0,
Maine,2023,,0.3489662,0.3115403,0.5068201,0.6202756,0.9775603,0.7303666,0.8621936,0.7013593,0.3331522,0.1745242,0.5578518,0.1333032,0.0480925,0.1735775,0.278691,0.2675441,0.4502601,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Maryland,2000,0.23695242,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Maryland,2001,-0.038138207,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Maryland,2002,-0.09445297,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Maryland,2003,0.017455213,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Maryland,2004,0.1912562,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Maryland,2005,0.37171474,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Maryland,2006,0.22385907,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Maryland,2007,0.25022498,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Maryland,2008,0.24013533,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Maryland,2009,0.4278672,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Maryland,2010,0.43769956,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Maryland,2011,,,,,,,,,,,,,,,,,,,0,0,0,
Maryland,2012,,,,,,,,,,,,,,,,,,,0,0,0,
Maryland,2013,,,,,,,,,,,,,,,,,,,0,0,0,
Maryland,2014,,,,,,,,,,,,,,,,,,,0,0,0,
Maryland,2015,,,,,,,,,,,,,,,,,,,0,0,0,
Maryland,2016,,,,,,,,,,,,,,,,,,,0,0,0,
Maryland,2017,,0.36292874,0.32814127,0.58321813,0.52023232,0.96854261,0.75386306,0.8869296,0.7986631,0.3589434,0.2560599,0.6001404,0.1425481,0.12156,0.1227329,0.2452266,0.2093233,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Maryland,2018,,,,,,,,,,,,,,,,,,,0,0,0,
Maryland,2019,,0.34009924,0.31575205,0.59318532,0.56696801,0.97900681,0.75445201,0.87845992,0.79307426,0.34715609,0.19302727,0.61194644,0.11348295,0.07249035,0.14057282,0.28672013,0.1943536,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Maryland,2020,,,,,,,,,,,,,,,,,,,0,0,0,
Maryland,2021,,0.23654208,0.25228275,0.47359515,0.4933578,0.93757815,0.69692118,0.81918779,0.74828229,0.33132651,0.21775243,0.53360113,0.11266653,0.10961716,0.07481676,0.19297783,0.21244761,0.47433025,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Maryland,2022,,,,,,,,,,,,,,,,,,,0,0,0,
Maryland,2023,,0.3283893,0.3095643,0.568483,0.5556601,0.982857,0.7445281,0.8431816,0.7307475,0.3422718,0.1989562,0.5977637,0.0786609,0.0958266,0.1048329,0.2777651,0.1741371,0.493873,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Massachusetts,2000,1.3070201,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Massachusetts,2001,1.3255246,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Massachusetts,2002,1.2117466,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Massachusetts,2003,0.9659399,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Massachusetts,2004,0.47937775,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Massachusetts,2005,0.37645856,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Massachusetts,2006,0.17153542,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Massachusetts,2007,0.31130633,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Massachusetts,2008,0.50270575,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Massachusetts,2009,0.64904994,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Massachusetts,2010,0.7083583,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Massachusetts,2011,,,,,,,,,,,,,,,,,,,0,0,0,
Massachusetts,2012,,,,,,,,,,,,,,,,,,,0,0,0,
Massachusetts,2013,,,,,,,,,,,,,,,,,,,0,0,0,
Massachusetts,2014,,,,,,,,,,,,,,,,,,,0,0,0,
Massachusetts,2015,,,,,,,,,,,,,,,,,,,0,0,0,
Massachusetts,2016,,,,,,,,,,,,,,,,,,,0,0,0,
Massachusetts,2017,,0.32564013,0.30474481,0.58029375,0.549903,0.98194503,0.80594141,0.9307097,0.7544061,0.3347727,0.1841889,0.5216451,0.1475448,0.1289343,0.1562453,0.223462,0.1662466,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Massachusetts,2018,,,,,,,,,,,,,,,,,,,0,0,0,
Massachusetts,2019,,0.30675772,0.27856888,0.52574627,0.56046372,0.98202426,0.73056641,0.86519776,0.67108041,0.29832548,0.17234708,0.53930337,0.10544256,0.09440868,0.12448769,0.22623615,0.170836,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Massachusetts,2020,,,,,,,,,,,,,,,,,,,0,0,0,
Massachusetts,2021,,0.23081155,0.25200082,0.53913543,0.52645446,0.96996652,0.69246152,0.87754858,0.7310059,0.33907628,0.19938953,0.52554022,0.11853311,0.14906835,0.10898658,0.19610451,0.2296398,0.35136889,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Massachusetts,2022,,,,,,,,,,,,,,,,,,,0,0,0,
Massachusetts,2023,,0.3313904,0.3092543,0.5487855,0.5696181,0.9845978,0.7462595,0.9228348,0.7441134,0.322046,0.1800508,0.5239631,0.1117414,0.0921113,0.1404696,0.2189511,0.1890052,0.4346324,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Michigan,2000,0.09639942,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Michigan,2001,-0.022761771,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Michigan,2002,-0.07840959,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Michigan,2003,-0.056865655,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Michigan,2004,-0.071465686,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Michigan,2005,0.2235123,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Michigan,2006,0.073105365,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Michigan,2007,0.13503958,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Michigan,2008,-0.05734316,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Michigan,2009,0.044844825,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Michigan,2010,-0.0074615725,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Michigan,2011,,,,,,,,,,,,,,,,,,,0,0,0,
Michigan,2012,,,,,,,,,,,,,,,,,,,0,0,0,
Michigan,2013,,,,,,,,,,,,,,,,,,,0,0,0,
Michigan,2014,,,,,,,,,,,,,,,,,,,0,0,0,
Michigan,2015,,,,,,,,,,,,,,,,,,,0,0,0,
Michigan,2016,,,,,,,,,,,,,,,,,,,0,0,0,
Michigan,2017,,0.29403323,0.28733228,0.49334452,0.57683498,0.97972592,0.77402259,0.8665277,0.7073191,0.3034547,0.1875044,0.5248193,0.1196616,0.0631918,0.1048763,0.1957774,0.1445513,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Michigan,2018,,,,,,,,,,,,,,,,,,,0,0,0,
Michigan,2019,,0.30169724,0.30971456,0.4690141,0.5582353,0.9681286,0.70684705,0.79953825,0.66208862,0.29131505,0.17297706,0.56639117,0.09988635,0.06981344,0.11656146,0.20204934,0.139089,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Michigan,2020,,,,,,,,,,,,,,,,,,,0,0,0,
Michigan,2021,,0.24398659,0.27362416,0.51631686,0.56074394,0.97619237,0.71484068,0.86696887,0.71154928,0.30091471,0.19385053,0.56170033,0.10482525,0.08916545,0.09588632,0.19237831,0.17702856,0.41940707,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Michigan,2022,,,,,,,,,,,,,,,,,,,0,0,0,
Michigan,2023,,0.2642445,0.2355046,0.4960683,0.5740782,0.9759385,0.7212675,0.8293612,0.6875547,0.26898,0.1595216,0.5740484,0.093485,0.0508751,0.0881404,0.1861855,0.2114596,0.4198919,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Minnesota,2000,1.1837246,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Minnesota,2001,1.0799118,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Minnesota,2002,0.89561284,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Minnesota,2003,0.8906128,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Minnesota,2004,0.7140907,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Minnesota,2005,1.0667335,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Minnesota,2006,1.431789,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Minnesota,2007,1.1932732,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Minnesota,2008,0.9356183,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Minnesota,2009,1.0656945,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Minnesota,2010,1.0211697,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Minnesota,2011,,,,,,,,,,,,,,,,,,,0,0,0,
Minnesota,2012,,,,,,,,,,,,,,,,,,,0,0,0,
Minnesota,2013,,,,,,,,,,,,,,,,,,,0,0,0,
Minnesota,2014,,,,,,,,,,,,,,,,,,,0,0,0,
Minnesota,2015,,,,,,,,,,,,,,,,,,,0,0,0,
Minnesota,2016,,,,,,,,,,,,,,,,,,,0,0,0,
Minnesota,2017,,0.45116657,0.35870583,0.64703899,0.61318157,0.98359423,0.83732983,0.9161698,0.7891133,0.4077391,0.2224391,0.6666013,0.1874927,0.1115024,0.1286713,0.2408918,0.2090047,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Minnesota,2018,,,,,,,,,,,,,,,,,,,0,0,0,
Minnesota,2019,,0.40093765,0.34069039,0.60169262,0.62291241,0.98992917,0.82611821,0.89393636,0.78792228,0.39730627,0.17947346,0.59414377,0.1453525,0.09257858,0.13488137,0.29692852,0.18674277,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Minnesota,2020,,,,,,,,,,,,,,,,,,,0,0,0,
Minnesota,2021,,0.35489254,0.3353425,0.61775596,0.61916506,0.98819817,0.78757049,0.91851136,0.78395932,0.4049223,0.2375031,0.65164729,0.11655054,0.1292496,0.09736518,0.26058904,0.22474372,0.40154312,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Minnesota,2022,,,,,,,,,,,,,,,,,,,0,0,0,
Minnesota,2023,,0.4029917,0.3508036,0.5716034,0.6339486,0.9856388,0.7745323,0.885796,0.7010559,0.3513875,0.1806093,0.668636,0.1456697,0.0797631,0.1131333,0.3011619,0.2750256,0.4641532,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Mississippi,2000,-1.0465691,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Mississippi,2001,-1.1392922,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Mississippi,2002,-0.7375152,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Mississippi,2003,-0.9542964,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Mississippi,2004,-0.76895607,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Mississippi,2005,-1.3626068,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Mississippi,2006,-1.5451354,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Mississippi,2007,-1.7188159,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Mississippi,2008,-1.5601611,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Mississippi,2009,-1.5263942,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Mississippi,2010,-1.4666905,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Mississippi,2011,,,,,,,,,,,,,,,,,,,0,0,0,
Mississippi,2012,,,,,,,,,,,,,,,,,,,0,0,0,
Mississippi,2013,,,,,,,,,,,,,,,,,,,0,0,0,
Mississippi,2014,,,,,,,,,,,,,,,,,,,0,0,0,
Mississippi,2015,,,,,,,,,,,,,,,,,,,0,0,0,
Mississippi,2016,,,,,,,,,,,,,,,,,,,0,0,0,
Mississippi,2017,,0.23833098,0.19564879,0.46351259,0.48317667,0.95945047,0.74206472,0.8158142,0.6934069,0.3993691,0.187285,0.5677207,0.0881205,0.0463986,0.0843762,0.1840932,0.0626692,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Mississippi,2018,,,,,,,,,,,,,,,,,,,0,0,0,
Mississippi,2019,,0.26032615,0.21594784,0.41434822,0.47358481,0.97547598,0.67727725,0.78693755,0.64032128,0.32827184,0.18222831,0.57348466,0.07156445,0.05704206,0.07780164,0.20121192,0.08023789,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Mississippi,2020,,,,,,,,,,,,,,,,,,,0,0,0,
Mississippi,2021,,0.21195247,0.20856263,0.40910344,0.48027202,0.9549924,0.69938841,0.7972024,0.66490119,0.32290698,0.20199603,0.6048193,0.07486281,0.05506043,0.07700224,0.18099313,0.08571899,0.35027621,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Mississippi,2022,,,,,,,,,,,,,,,,,,,0,0,0,
Mississippi,2023,,0.2087319,0.1778672,0.3734448,0.5029195,0.9592756,0.7002829,0.7447251,0.6153699,0.3695614,0.199771,0.5883937,0.0516407,0.0671889,0.0900227,0.2087051,0.063121,0.3468245,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Missouri,2000,0.22246704,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Missouri,2001,-0.20203094,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Missouri,2002,-0.19707197,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Missouri,2003,-0.23735689,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Missouri,2004,-0.0073209107,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Missouri,2005,-0.12043203,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Missouri,2006,0.2890751,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Missouri,2007,0.059948742,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Missouri,2008,0.26897424,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Missouri,2009,0.038319528,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Missouri,2010,0.11245973,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Missouri,2011,,,,,,,,,,,,,,,,,,,0,0,0,
Missouri,2012,,,,,,,,,,,,,,,,,,,0,0,0,
Missouri,2013,,,,,,,,,,,,,,,,,,,0,0,0,
Missouri,2014,,,,,,,,,,,,,,,,,,,0,0,0,
Missouri,2015,,,,,,,,,,,,,,,,,,,0,0,0,
Missouri,2016,,,,,,,,,,,,,,,,,,,0,0,0,
Missouri,2017,,0.31938774,0.29283881,0.55210218,0.55489725,0.98112799,0.77916345,0.8917086,0.7751315,0.3952475,0.2473063,0.5164427,0.1283128,0.0917484,0.1207929,0.2219312,0.1538985,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Missouri,2018,,,,,,,,,,,,,,,,,,,0,0,0,
Missouri,2019,,0.36508881,0.30640809,0.53854403,0.52266598,0.98164524,0.73094643,0.8402004,0.67329139,0.26914488,0.23935997,0.55123203,0.13664126,0.07931041,0.12192666,0.22133856,0.17713786,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Missouri,2020,,,,,,,,,,,,,,,,,,,0,0,0,
Missouri,2021,,0.30456261,0.28283995,0.5501034,0.54214467,0.9729929,0.72458724,0.84288899,0.71177364,0.28461671,0.20341221,0.52474616,0.09479432,0.07002098,0.06966072,0.16297474,0.18183048,0.40775195,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Missouri,2022,,,,,,,,,,,,,,,,,,,0,0,0,
Missouri,2023,,0.2975348,0.261778,0.484147,0.5931834,0.9897813,0.7646393,0.8630609,0.7365629,0.2974276,0.1894349,0.482103,0.0978626,0.049002,0.1054941,0.2037654,0.189013,0.3776501,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Montana,2000,0.90483916,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Montana,2001,0.26820493,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Montana,2002,0.3393434,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Montana,2003,0.29223153,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Montana,2004,0.43339324,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Montana,2005,0.62135017,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Montana,2006,0.4427594,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Montana,2007,0.33351782,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
